"PartNumber","PartDescription","PartDetails","UOM","UPC","PartType","Active","ABCCode","Weight","WeightUOM","Width","Height","Length","SizeUOM","PrimaryTracking","AlertNote","PictureUrl","Tracks-Lot Number","Tracks-Serial Number","Tracks-Asset Tag","Tracks-Condtion","CF-MPN","CF-Max Spec Needed","CF-Integration Manual Needed","CF-CPU Type","CF-Processor","CF-CPU Base Frequency (GHz)","CF-Screen Size","CF-Display Type","CF-Display (Long Form)","CF-Screen Resolution","CF-Touchscreen?","CF-IPS?","CF-120Hz","CF-144Hz","CF-5ms Response Time","CF-3ms Response Time","CF-G-Sync","CF-Graphics Card","CF-VRAM (GB)","CF-VR Ready?","CF-RAM Size","CF-RAM Type","CF-RAM Speed (MHz)","CF-Max RAM Capability","CF-SSD","CF-SSD Type","CF-HDD","CF-HDD Speed (RPM)","CF-Optical Drive","CF-Operating System","CF-Wireless","CF-Wifi Brand","CF-Bluetooth","CF-USB Ports","CF-USB 3.1 Type C","CF-Video Ports","CF-Thunderbolt","CF-Audio Ports","CF-Card Reader","CF-Keyboard","CF-Backlit Keyboard","CF-Fingerprint Reader","CF-Webcam","CF-Battery","CF-Power Supply (W)","CF-Item Length (in)","CF-Item Width (in)","CF-Item Height (in)","CF-Item Weight (lb)"
"LT-RAM-0020-M471A1K43CB1-UF","8GB DDR4 2400MHz Laptop RAM",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0553-CUK-001-UF","HP Spectre x360 15t Touch 1WB97AV (Intel i7-8550U, 32GB RAM, 256GB NVMe SSD, NVIDIA GeForce MX150 2GB, 15.6? 4K UHD Touchscreen, Windows 10 Pro)","Input: 2x16GB DDR4-2400
Output: 1x16GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0583-CUK-003-UF","HP Probook 450 G5 - 2ST02UT#ABA (Intel i5-8250U, 8GB RAM, 256GB SSD, 15.6? HD, Windows 10 Pro)","Input: 1x8GB DDR4-2400, 256GB 7mm SSD
Output: 1x4GB DDR4-2400, 500GB@7200","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0204-CUK-003-UF","ASUS VivoBook S410UQ-NH74 - i7-8550U, 16GB DDR4, 512GB NVMe SSD + 1TB HDD, NVIDIA Geforce 940MX 2GB, 14? Full HD, Windows 10 Home","Inputs: 2x8GB DDR4-2400, 512GB M.2 NVMe 2280, 1TB@5400 7mm
Outputs: 1x8GB DDR4-2400, 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0576-CUK-001-UF","HP Spectre x360 13t 1ZX32AV - Win10 Pro, i7-8550U + UHD 620, 16GB SDRAM, 256GB NVMe SSD, 4K IPS (3840x2160) Touchscreen, FHD IR Camera, (2x2) BT, Stylus Pen, Silver with External DVD-RW","Input: 9.5mm External DVD-RW
Output: None","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0221-UF","MSI VR ONE 6RD-007US GTX 1060 6GB, i7-6820HK, 16GB RAM, 256GB SSD, Windows 10","Intel Core i7 6820HK (2.70 GHz)
NVIDIA GeForce GTX 1060 6 GB GDDR5
16GB (8GB x2) DDR4 2400MHz
256GB NVMe SSD
Windows 10
Killer 1535 802.11AC Wireless w/ BT 4.1
4 x USB 3.0, 1 x Thunderbolt 3, 1 x mDP, 1 x HDMI 2.0, 1 x Line-in, 1 x Line-out
2 x 8-Cell Li-Ion Batteries (90WHr)
15.9 x 11.5 x 2.4 in
7.9 lbs","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0587-UF","HP FACTORY RECERTIFIED SPECTRE-X360 13-AC092MS - Z4Z30UAR#ABA","HP FACTORY RECERTIFIED SPECTRE-X360 13-AC092MS CONVERTIBLE LAPTOP INTEL:I7-7500U/CI7-2.70GLV 8GB/ONBOARD 256GB/PCIE MR 802.11AC+BT BL WEBCAM INTEL-HD620/IGP 13.3FHD/TOUCH W10H-64 3-CELL 2.9LBS NATURAL-SILVER 90DAY","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,"Intel Core i7 7th Gen","i7-7500U","2.7","13.3""","Full HD","13.3"" diagonal FHD IPS BrightView WLED-backlit narrow bezel multitouch-enabled edge-to-edge glass (1920 x 1080)","1920 x 1080","1","1",,,,,,"Intel Integrated Graphics",,,"8GB","DDR3","1600",,"256GB","NVMe",,,,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","2x USB 3.1 Type-C Gen 2 Thunderbolt, 1x USB 3.1 Gen 1",,,"1","1x Headphone/Microphone Combo",,"Full-size island-style backlit keyboard","1",,"HP TrueVision FHD IR Camera with integrated dual array digital microphone","3-Cell, 57.8Whr Lithium-Ion Battery",,"12.05","8.58","0.54","2.87"
"DT-CPU-0073-UF","Intel i7-8700K Desktop CPU",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0473-CUK-006-UF","CUK HP Omen 17 Gamer Laptop (NVIDIA GTX 1050Ti 4GB, Intel i7-7700HQ, 16GB RAM, 128GB NVMe SSD + 1TB HDD) - Best Full HD Gaming Windows 10 Notebook Computer","Input: 128GB M.2 NVMe 2280
Output: 512GB M.2 NVMe 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","FALSE",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" diagonal FHD IPS UWVA anti-glare WLED-backlit (1920 x 1080)","1920 x 1080",,"1",,,,,,"NVIDIA Geforce GTX 1050 Ti","4",,"16GB","DDR4","2400",,"128GB","NVMe","1TB","7200","1","Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","2x USB 3.1 Gen 1, 1x USB 2.0",,"1x HDMI",,"1x Headphone/Microphone Combo","Multi-Format SD Card Reader","Full-size island-style backlit keyboard","1",,"HP Wide Vision HD Webcam with Dual Digital Microphone","6-Cell, 62 Wh Lithium-Ion Battery",,"16.03","10.98","1.17","6.28"
"LT-HP-0584-CUK-001-UF","HP Probook 450 G5 - 3CX21UT#ABA (Intel i7-8550U, 8GB RAM, 256GB SSD, 15.6? FHD, Windows 10 Pro)","Input: 256GB Nytro 7mm SSD
Output: 1TB@5400 9.5mm","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0094-UF","HP FACTORY RECERTIFIED PAVILION 570 - Z5M32AAR#ABA","HP FACTORY RECERTIFIED PAVILION 570-P017C PC MT/180W INTEL:I5-7400/CI5-3.00G 16GB/2-DIMM 1TB/7200RPM DVDRW MR GBE 802.11AC+BT AMD-RADEONR7450/2GB W10H-64 90DAY","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0011-UF","HP Pavilion p6 2330",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-ODD-001-GTA0N-UF","DVD-RW Tray 12.7mm Laptop ODD",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-LE-0405-CUK-001","Lenovo ThinkPad T580 - 20L9001MUS - i7-8550U, 2x8GB (16GB RAM), 15.6"" FHD IPS, 240GB M.2 NVMe, W10P","Input: 2x8GB DDR4-2400 + 240GB M.2 NVMe 2280
Output: 1x8GB DDR4-2400 + 256GB M.2 NVMe 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20L9001MUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","15.6""","Full HD","15.6"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"Intel Integrated Graphics",,,"16GB","DDR4","2400","32GB","240GB","NVMe",,,,"Windows 10 Pro","802.11 AC","Intel 8265","Bluetooth 4.1","Two USB 3.1 Gen 1 (one Always On), USB 3.1 Type-C Gen 1, USB 3.1 Type-C Gen 2 / Thunderbolt 3","1","HDMI","1","1 x Headphone/Microphone Combo","MMC, SD, SDHC, SDXC","6-Row Spill Resistant Backlit Keyboard","1","1","720p Webcam","4-Cell Lithium-ion (32WHr) + Integrated 3-Cell Lithium-ion (24WHr)","65W USB-C","14.4","9.95","0.79","4.39"
"LT-LE-0405-CUK-002","Lenovo ThinkPad T580 - 20L9001MUS - i7-8550U, 2x8GB (16GB RAM), 15.6"" FHD IPS, 500GB M.2 NVMe, W10P","Input: 2x8GB DDR4-2400 + 500GB M.2 NVMe 2280
Output: 1x8GB DDR4-2400 + 256GB M.2 NVMe 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20L9001MUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","15.6""","Full HD","15.6"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"Intel Integrated Graphics",,,"16GB","DDR4","2400","32GB","500GB","NVMe",,,,"Windows 10 Pro","802.11 AC","Intel 8265","Bluetooth 4.1","Two USB 3.1 Gen 1 (one Always On), USB 3.1 Type-C Gen 1, USB 3.1 Type-C Gen 2 / Thunderbolt 3","1","HDMI","1","1 x Headphone/Microphone Combo","MMC, SD, SDHC, SDXC","6-Row Spill Resistant Backlit Keyboard","1","1","720p Webcam","4-Cell Lithium-ion (32WHr) + Integrated 3-Cell Lithium-ion (24WHr)","65W USB-C","14.4","9.95","0.79","4.39"
"LT-LE-0405-CUK-003","Lenovo ThinkPad T580 - 20L9001MUS - i7-8550U, 2x16GB (32GB RAM), 15.6"" FHD IPS, 1TB M.2 NVMe, W10P","Input: 2x16GB DDR4-2400 + 1TB M.2 NVMe 2280
Output: 1x8GB DDR4-2400 + 256GB M.2 NVMe 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20L9001MUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","15.6""","Full HD","15.6"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"Intel Integrated Graphics",,,"32GB","DDR4","2400","32GB","1TB","NVMe",,,,"Windows 10 Pro","802.11 AC","Intel 8265","Bluetooth 4.1","Two USB 3.1 Gen 1 (one Always On), USB 3.1 Type-C Gen 1, USB 3.1 Type-C Gen 2 / Thunderbolt 3","1","HDMI","1","1 x Headphone/Microphone Combo","MMC, SD, SDHC, SDXC","6-Row Spill Resistant Backlit Keyboard","1","1","720p Webcam","4-Cell Lithium-ion (32WHr) + Integrated 3-Cell Lithium-ion (24WHr)","65W USB-C","14.4","9.95","0.79","4.39"
"LT-CL-0005-C","NB9172/P775DM3-G ""WITH 3k 120hz"" g-sync 17.3"" 3K QHD/120Hz/5ms/Matte/G-SYNC, NVIDIA GTX 1080 8GB GDDR5 x1, 2.0M Camera, Fingerprint Reader, Full Color Backlit Keyboard, Killer E2400 LAN + Killer 1535 Wireless-AC Wi-Fi+Bluetooth Combo USED GOOD",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","NB9172 / P775DM3-G 3k screen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0590-CUK-001-B","HP 15-bs191od 2UE54UA#ABA (Intel i5-8250U, 8GB RAM, 250GB SSD, 15.6” HD Display, Windows 10 Home) - VERY GOOD","Input: 250GB 7mm SSD
Output: 1TB@5400 7mm","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","2UE54UA#ABA",,,"Intel Core i5 8th Gen","i5-8250U","1.6","15.6""","HD","15.6"" diagonal HD SVA BrightView WLED-backlit (1366 x 768)","1366 x 768","1",,,,,,,"Intel Integrated Graphics",,,"8GB","DDR4","2133",,"256GB","SATA","1TB","5400","1","Windows 10 Home","802.11 AC",,"Bluetooth 4.1","1x USB 2.0, 2x USB 3.1",,"1x HDMI",,"1x headphone/microphone combo","1 multi-format SD","Full-size island-style keyboard with numeric keypad",,,"HP TrueVision HD Camera","3-cell, 31 Wh Li-ion","45","14.96","9.99","0.94","4.28"
"LT-HP-0531-CUK-005-B","HP Pavilion 15 Power – 1GK62AV (Intel Quad Core i7-7700HQ, 8GB DDR4 RAM, 128GB NVMe SSD + 1TB, NVIDIA GTX 1050 4GB, 15.6-Inch Full HD, Windows 10) Gaming Laptop Computer - VERY GOOD","Inputs: 128GB M.2 NVMe 2280
Outputs: None","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","1GK62AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-LE-0162","Lenovo IdeaCentre 510-23ISH AIO F0CD002WUS - i5-6400T, 8GB, 2TB5400,DVDRW, GTX 940MX 2GB, 23"" FHD Touch, W10H","LENOVO IDEACENTRE 510-23ISH AIO PC AIO/120W INTEL:I5-6400T/CI5-2.20G 8GB/1-DIMM 2TB/5400RPM DVDRW MR GBE 802.11AC+BT WEBCAM NVIDIA-GEFORCEGT940MX/2GB 23FHD/TOUCH W/ SPEAKERS W10H-64 1YR","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","F0CD002WUS",,,"Intel Core i5 6th Gen","i5-6400T",,,"Full HD",,"1920 x 1080","1",,,,,,,"NVIDIA Geforce 940MX","2",,"8GB",,,,,,"2TB","5400","1","Windows 10 Home","802.11 AC",,"Bluetooth",,,,,,,,,,,,,,,,
"DT-LE-0163","Lenovo IdeaCentre 510-23ISH F0CD0031US - G4400T, 4GB, 1TB, W10H","23IN / Touch / Pentium G4400T / 4GB / 1TB / Intel HD Graphics 510 / Windows 10","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","F0CD0031US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-LE-0164","Lenovo IdeaCentre 510-22ISH F0CB00A3US - G4400T, 4GB, 500GB, W10H","21.5IN / Pentium G4400T / 4GB / 500GB / Intel HD Graphics 510 / Windows 10","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","F0CB00A3US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-CL-0005-B","NB9172/P775DM3-G ""WITH 3k 120hz"" g-sync 17.3"" 3K QHD/120Hz/5ms/Matte/G-SYNC, NVIDIA GTX 1080 8GB GDDR5 x1, 2.0M Camera, Fingerprint Reader, Full Color Backlit Keyboard, Killer E2400 LAN + Killer 1535 Wireless-AC Wi-Fi+Bluetooth Combo USED VERY GOOD",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","NB9172 / P775DM3-G 3k screen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MB-MS-0035","MSI H310M PRO-VDH Motherboard",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","H310M PRO-VDH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CPU-0089","Intel Pentium G4400T Desktop CPU",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","CM8066201927506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0037-B","HP Pavilion 550-a114 Desktop M9Z89AA#ABA A8-6410 Radeon R5 8GB DDR3 1TB 7200 DVD-RW USED VERY GOOD","AMD Quad-Core A8-6410 APU with Radeon R5 Graphics (2 GHz, 2 MB cache)
8GB RAM DDR3-1600
1TB 7200rpm HDD
AMD Radeon R5 Graphics
Ultra Slim SuperMulti DVD/RW
Wired USB Keyboard and Mouse
14.88""H x 14.33""W x 6.5""D
15.77 lbs","ea",,"Inventory","true","N","1","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","M9Z89AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0275-CUK-001","MSI GS73VR STEALTH PRO-060 (Intel i7-7700HQ, 16GB RAM, 250GB NVMe SSD + 2TB HDD, NVIDIA GeForce GTX 1070 8GB, 17.3"" Full HD 120Hz, Windows 10 Home)","Input: 250GB M.2 NVMe 2280
Output: 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GS73VR STEALTH PRO-060",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" FHD, Anti-Glare Wide View Angle 120Hz 5ms 94%NTSC","1920 x 1080",,,"1",,"1",,,"NVIDIA Geforce GTX 1070","8","1","16GB","DDR4","2400","32GB","250GB","NVMe","2TB","5400",,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","3 x USB 3.0, 1 x USB 2.0","1","1 x HDMI, 1 x miniDisplayPort, 1 x Thunderbolt 3","1","1 x Headphone, 1 x Microphone","SD (XC/HC)","Steel Series Full-color backlight with Anti-Ghost key+ silver lining","1",,"720p Webcam","3-Cell Lithium-ion (65 WHr)",,"16.21","11.21","0.77","5.35"
"LT-MS-0275-CUK-002","MSI GS73VR STEALTH PRO-060 (Intel i7-7700HQ, 16GB RAM, 500GB NVMe SSD + 2TB HDD, NVIDIA GeForce GTX 1070 8GB, 17.3"" Full HD 120Hz, Windows 10 Home)","Input: 500GB M.2 NVMe 2280
Output: 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GS73VR STEALTH PRO-060",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" FHD, Anti-Glare Wide View Angle 120Hz 5ms 94%NTSC","1920 x 1080",,,"1",,"1",,,"NVIDIA Geforce GTX 1070","8","1","16GB","DDR4","2400","32GB","512GB","NVMe","2TB","5400",,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","3 x USB 3.0, 1 x USB 2.0","1","1 x HDMI, 1 x miniDisplayPort, 1 x Thunderbolt 3","1","1 x Headphone, 1 x Microphone","SD (XC/HC)","Steel Series Full-color backlight with Anti-Ghost key+ silver lining","1",,"720p Webcam","3-Cell Lithium-ion (65 WHr)",,"16.21","11.21","0.77","5.35"
"LT-MS-0275-CUK-003","MSI GS73VR STEALTH PRO-060 (Intel i7-7700HQ, 32GB RAM, 250GB NVMe SSD + 2TB HDD, NVIDIA GeForce GTX 1070 8GB, 17.3"" Full HD 120Hz, Windows 10 Home)","Input: 2x16GB DDR4-2400, 250GB M.2 NVMe 2280
Output: 1x16GB DDR4-2400, 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GS73VR STEALTH PRO-060",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" FHD, Anti-Glare Wide View Angle 120Hz 5ms 94%NTSC","1920 x 1080",,,"1",,"1",,,"NVIDIA Geforce GTX 1070","8","1","32GB","DDR4","2400","32GB","250GB","NVMe","2TB","5400",,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","3 x USB 3.0, 1 x USB 2.0","1","1 x HDMI, 1 x miniDisplayPort, 1 x Thunderbolt 3","1","1 x Headphone, 1 x Microphone","SD (XC/HC)","Steel Series Full-color backlight with Anti-Ghost key+ silver lining","1",,"720p Webcam","3-Cell Lithium-ion (65 WHr)",,"16.21","11.21","0.77","5.35"
"LT-MS-0275-CUK-004","MSI GS73VR STEALTH PRO-060 (Intel i7-7700HQ, 32GB RAM, 500GB NVMe SSD + 2TB HDD, NVIDIA GeForce GTX 1070 8GB, 17.3"" Full HD 120Hz, Windows 10 Home)","Input: 2x16GB DDR4-2400, 500GB M.2 NVMe 2280
Output: 1x16GB DDR4-2400, 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GS73VR STEALTH PRO-060",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" FHD, Anti-Glare Wide View Angle 120Hz 5ms 94%NTSC","1920 x 1080",,,"1",,"1",,,"NVIDIA Geforce GTX 1070","8","1","32GB","DDR4","2400","32GB","512GB","NVMe","2TB","5400",,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","3 x USB 3.0, 1 x USB 2.0","1","1 x HDMI, 1 x miniDisplayPort, 1 x Thunderbolt 3","1","1 x Headphone, 1 x Microphone","SD (XC/HC)","Steel Series Full-color backlight with Anti-Ghost key+ silver lining","1",,"720p Webcam","3-Cell Lithium-ion (65 WHr)",,"16.21","11.21","0.77","5.35"
"LT-MS-0275-CUK-005","MSI GS73VR STEALTH PRO-060 (Intel i7-7700HQ, 32GB RAM, 1TB NVMe SSD + 2TB HDD, NVIDIA GeForce GTX 1070 8GB, 17.3"" Full HD 120Hz, Windows 10 Home)","Input: 2x16GB DDR4-2400, 1TB M.2 NVMe 2280
Output: 1x16GB DDR4-2400, 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GS73VR STEALTH PRO-060",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" FHD, Anti-Glare Wide View Angle 120Hz 5ms 94%NTSC","1920 x 1080",,,"1",,"1",,,"NVIDIA Geforce GTX 1070","8","1","32GB","DDR4","2400","32GB","1TB","NVMe","2TB","5400",,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","3 x USB 3.0, 1 x USB 2.0","1","1 x HDMI, 1 x miniDisplayPort, 1 x Thunderbolt 3","1","1 x Headphone, 1 x Microphone","SD (XC/HC)","Steel Series Full-color backlight with Anti-Ghost key+ silver lining","1",,"720p Webcam","3-Cell Lithium-ion (65 WHr)",,"16.21","11.21","0.77","5.35"
"AC-PS-0088","Logisys 650W 80+ Gold Power Supply",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","AT650BK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0588-0B","Refurbished - HP Spectre x360 15-bl000 15-bl018ca - 1EL88UAR#ABL I7-7500U 16GB DDR4 512GB SSD W10 GeForce 940MX USED OPEN BOX","HP Spectre x360 15-bl000 15-bl018ca 15.6"""" Touchscreen LCD 2 in 1 Notebook - Intel Core i7 (7th Gen) i7-7500U Dual-core (2 Core) 2.70 GHz - 16 GB DDR4 SDRAM - 512 GB SSD - Windows 10 Home 64-bit - 3840 x 2160 - BrightView - Convertible - Refurbished
NVIDIA GeForce 940MX with 2 GB DDR5 SDRAM - Bluetooth - Front Camera/Webcam - Infrared Camera - IEEE 802.11ac - HDMI - 1 x USB 3.1 Ports - USB Type-C - 1 x Thunderbolt 3 Ports - 12.40 Hour Battery Run Time
Copper/Ash - according to DH pictures","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","1EL88UAR#ABL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0555-B","OMEN 15t 1WC88AV - Win10 Home, i7-7700HQ + GTX 1060 6GB, 16GB RAM, 1TB + 128GB SSD, 4K UHD (3840x2160) + NVIDIA G-SYNC, No ODD, FHD IR Camera, (2x2) BT USED VERY GOOD","Windows 10 Home 64
Intel® Core™ i7-7700HQ (2.8 GHz, up to 3.8 GHz, 6 MB cache, 4 cores) + NVIDIA® GeForce® GTX 1060 (6 GB GDDR5 dedicated)
16 GB DDR4-2400 SDRAM (2 x 8 GB)
15.6"" diagonal 4K IPS anti-glare WLED-backlit (3840 x 2160) with NVIDIA G-SYNC™ technology
1 TB 7200 rpm SATA; 128 GB PCIe® NVMe™ M.2 SSD
No DVD or CD Drive
HP Wide Vision FHD IR Camera and dual array digital microphone with 1Thunderbolt™ 3
802.11b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 4.2 combo
4-cell 70 Wh Lithium-ion polymer Battery
Full-size island-style backlit keyboard with numeric keypad
Bang & Olufsen, dual speakers, HP Audio Boost
1 multi-format SD media card reader
For NVIDIA® GeForce® GTX 1060 models:; 1 Thunderbolt™ 3 (Data Transfer up to 40 Gb/s, DP1.2, HP Sleep and Charge); 3 USB 3.1 Gen 1 (1 HP Sleep and Charge); 1 Mini DisplayPort™; 1 HDMI 2.0; 1 RJ-45; 1 headphone/microphone combo; 1 microphone-in
15.3 x 10.85 x 0.98 in
5.68 lb","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","1WC88AV",,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,"1",,,,"1",,,,,,,,
"LT-LE-0411","Lenovo ThinkPad T480s 20L7001YUS - i7-8650U, 8GB Soldered + 8GB, 14"" WQHD IPS, 512GB M.2 NVMe,W10P",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20L7001YUS",,,"Intel Core i7 8th Gen","i7-8650U","1.9","14""","QHD","14.0"" WQHD IPS Non-Touch Anti-Glare Display","2560 x 1440",,"1",,,,,,"Intel Integrated Graphics",,,"16GB","DDR4","2400","24GB","512GB","NVMe",,,,"Windows 10 Pro","802.11 AC","Intel","Bluetooth 4.1","2x USB 3.1 Gen 1, 1x USB 3.1 Gen 1 Type-C","1","1x HDMI, 1x Intel Thunderbolt 3 (USB 3.1 Gen 2 Type-C)","1","1x Headphone/Microphone Combo","4-in-1 Micro SD Card Reader","Backlit Chiclet Keyboard","1",,"IR & 720p","Integrated 57Whr Lithium-Ion Battery",,"13.03","8.92","0.72","2.90"
